Date,Open,High,Low,Close,Adj Close,Volume
2014-04-01,2083.60009765625,2084.0,2045.050048828125,2065.199951171875,1572.3172607421875,129157
2014-04-02,2073.449951171875,2080.0,2025.4000244140625,2053.60009765625,1563.485595703125,217385
2014-04-03,2065.0,2069.0,2025.0,2053.35009765625,1563.2952880859375,402747
2014-04-04,2054.89990234375,2055.300048828125,2017.199951171875,2028.9000244140625,1544.680419921875,297397
2014-04-07,2006.550048828125,2057.89990234375,2006.550048828125,2022.5999755859375,1539.884033203125,218150
2014-04-09,2045.0,2054.0,1994.9000244140625,2031.300048828125,1546.5078125,300812
2014-04-10,2039.0,2041.699951171875,2011.9000244140625,2022.1500244140625,1539.54150390625,219894
2014-04-11,2017.9000244140625,2028.0,1990.6500244140625,2007.550048828125,1528.42578125,255157
2014-04-15,2009.699951171875,2016.0999755859375,1954.4000244140625,2004.4000244140625,1526.0277099609375,217260
2014-04-16,1997.0,2025.699951171875,1990.3499755859375,2000.550048828125,1523.0966796875,205618
2014-04-17,1991.75,2024.800048828125,1991.1500244140625,2016.050048828125,1534.8973388671875,164096
2014-04-21,2010.550048828125,2035.9000244140625,2006.4000244140625,2014.1500244140625,1533.4508056640625,161232
2014-04-22,2020.0,2030.0,1999.5,2003.3499755859375,1525.2283935546875,179445
2014-04-23,2000.0,2015.699951171875,1991.0999755859375,2004.6500244140625,1526.2178955078125,362968
2014-04-24,2004.6500244140625,2004.6500244140625,2004.6500244140625,2004.6500244140625,1526.2178955078125,0
2014-04-25,2019.0,2019.0,1982.300048828125,1996.050048828125,1519.6705322265625,404437
2014-04-28,1998.75,1999.0,1977.949951171875,1985.0,1511.2576904296875,356855
2014-04-29,1986.25,1989.9000244140625,1931.0,1939.5,1476.61669921875,399483
2014-04-30,1939.5,1949.0,1900.0,1912.1500244140625,1455.7940673828125,268227
2014-05-02,1915.0,1928.050048828125,1903.0999755859375,1906.699951171875,1451.6448974609375,170700
2014-05-05,1910.0,1924.9000244140625,1902.3499755859375,1918.8499755859375,1460.8951416015625,257053
2014-05-06,1919.949951171875,1922.949951171875,1891.75,1900.3499755859375,1446.8104248046875,261490
2014-05-07,1900.0,1907.699951171875,1861.0,1868.1500244140625,1422.2952880859375,145721
2014-05-08,1890.0,1890.0,1871.050048828125,1879.25,1430.7462158203125,165120
2014-05-09,1870.0,1927.0,1870.0,1919.949951171875,1461.732666015625,363002
2014-05-12,1911.0999755859375,1959.0,1911.0999755859375,1948.1500244140625,1483.2025146484375,469596
2014-05-13,1960.0,2000.0,1936.0,1977.300048828125,1505.3955078125,426350
2014-05-14,1991.5,2045.050048828125,1990.1500244140625,2041.75,1554.4637451171875,215003
2014-05-15,2045.0,2058.800048828125,1945.0,1950.5,1484.9915771484375,501935
2014-05-16,1995.0,2094.699951171875,1908.0,1931.699951171875,1470.6785888671875,863171
2014-05-19,1969.0,1969.0,1870.0,1878.3499755859375,1430.060791015625,482763
2014-05-20,1893.0,1900.0,1840.0999755859375,1866.4000244140625,1420.9630126953125,539345
2014-05-21,1871.0,1974.0,1870.0,1961.1500244140625,1493.099853515625,606062
2014-05-22,2011.0999755859375,2028.699951171875,1980.0,1986.75,1512.590087890625,363882
2014-05-23,1999.6500244140625,1999.6500244140625,1965.0,1976.25,1504.5960693359375,172627
2014-05-26,1990.0,2012.9000244140625,1950.0,1961.199951171875,1493.1376953125,199733
2014-05-27,1968.9000244140625,1989.9000244140625,1939.0,1972.0,1501.3604736328125,149266
2014-05-28,1990.0,1990.0,1930.0,1948.4000244140625,1483.3927001953125,326190
2014-05-29,1954.949951171875,1962.949951171875,1931.0999755859375,1941.199951171875,1477.9111328125,294271
2014-05-30,1945.25,1955.8499755859375,1912.699951171875,1943.949951171875,1480.0047607421875,299515
2014-06-02,1947.949951171875,1990.050048828125,1924.199951171875,1974.4000244140625,1503.1876220703125,191334
2014-06-03,1976.0,1992.9000244140625,1960.3499755859375,1970.1500244140625,1499.9520263671875,149881
2014-06-04,1970.1500244140625,2025.0,1970.1500244140625,2002.5,1524.5811767578125,254176
2014-06-05,2020.0,2020.0,1980.0,2000.9000244140625,1523.3631591796875,254275
2014-06-06,2009.0,2054.0,1983.5999755859375,2048.39990234375,1559.5264892578125,384106
2014-06-09,2056.89990234375,2177.5,2044.300048828125,2161.75,1645.8243408203125,546835
2014-06-10,2179.5,2208.89990234375,2130.0,2152.5,1638.781982421875,541126
2014-06-11,2150.0,2189.85009765625,2120.35009765625,2180.85009765625,1660.3662109375,448085
2014-06-12,2163.550048828125,2192.75,2156.050048828125,2185.60009765625,1663.982177734375,218573
2014-06-13,2190.0,2228.0,2162.550048828125,2170.699951171875,1652.6385498046875,378480
2014-06-16,2173.0,2210.0,2157.10009765625,2169.75,1651.9151611328125,542031
2014-06-17,2170.0,2174.89990234375,2134.199951171875,2160.35009765625,1644.7586669921875,326682
2014-06-18,2173.0,2180.25,2135.199951171875,2150.60009765625,1637.335693359375,275222
2014-06-19,2155.0,2172.949951171875,2141.10009765625,2160.25,1644.6824951171875,244875
2014-06-20,2165.10009765625,2203.5,2145.60009765625,2179.800048828125,1659.566650390625,295439
2014-06-23,2180.0,2202.0,2161.60009765625,2191.10009765625,1668.1697998046875,312504
2014-06-24,2213.800048828125,2236.0,2200.550048828125,2221.14990234375,1691.0478515625,231873
2014-06-25,2229.800048828125,2292.75,2215.800048828125,2275.85009765625,1732.6929931640625,353844
2014-06-26,2308.0,2320.0,2273.199951171875,2289.0,1742.7047119140625,375288
2014-06-27,2294.949951171875,2318.0,2272.14990234375,2309.10009765625,1758.0074462890625,469474
2014-06-30,2297.60009765625,2328.800048828125,2293.0,2316.199951171875,1763.4134521484375,300379
2014-07-01,2314.949951171875,2352.699951171875,2312.0,2334.699951171875,1777.497802734375,196804
2014-07-02,2345.0,2364.85009765625,2333.0,2349.800048828125,1788.9942626953125,311591
2014-07-03,2319.0,2319.800048828125,2282.5,2300.10009765625,1789.2276611328125,264883
2014-07-04,2300.10009765625,2310.0,2281.0,2299.199951171875,1788.5272216796875,197560
2014-07-07,2310.0,2319.699951171875,2280.0,2302.699951171875,1791.2498779296875,278231
2014-07-08,2310.0,2324.60009765625,2200.0,2226.300048828125,1731.8189697265625,580917
2014-07-09,2226.0,2239.0,2165.0,2169.64990234375,1687.7515869140625,340245
2014-07-10,2166.0,2194.0,2139.949951171875,2152.199951171875,1674.1773681640625,252737
2014-07-11,2136.199951171875,2173.5,2102.699951171875,2133.949951171875,1659.9808349609375,182285
